NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;IDADE;TP_SEXO;ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;IN_TP_ENSINO;TP_COR_RACA;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;NU_NOTA_REDACAO;Q003
140000000464;2014;DUQUE DE CAXIAS;RJ;20;M;1;2013;1;1;4;436.1;473.5;446.6;439;400;B
140000000465;2014;BELEM;PA;17;F;2;;1;1;0;506;539.3;519.6;396.4;320;B
140000000466;2014;SAO CAETANO DO SUL;SP;19;F;2;;1;1;3;370.8;609.2;577.2;380.8;640;F
140000000467;2014;SAO JOSE DOS CAMPOS;SP;19;M;1;2012;1;1;4;572;600.8;520.2;574;620;E
140000000468;2014;RIO DE JANEIRO;RJ;20;F;1;2012;1;1;3;;;;;0;B
140000000469;2014;MANAUS;AM;22;M;1;2009;1;1;3;587.8;668.6;602.2;517.7;700;C
140000000470;2014;BRASILIA;DF;23;F;1;2010;1;1;3;444;575.5;498.3;351.4;340;C
140000000471;2014;JUIZ DE FORA;MG;24;F;1;2008;1;1;1;;;;;0;C
140000000472;2014;IMPERATRIZ;MA;27;F;1;2005;1;1;3;496;548.7;431.8;439.4;360;E
140000000473;2014;BRASILIA;DF;26;F;1;2005;1;1;3;;;;;0;C
140000000474;2014;MACAPA;AP;26;M;1;2007;1;1;3;;;;;0;E
140000000475;2014;BRASILIA;DF;29;M;1;2004;2;1;2;493.3;632;;;0;D
140000000476;2014;CURITIBA;PR;45;M;4;;;;1;500.9;628.2;510.7;438.8;440;D
140000000477;2014;CURITIBA;PR;31;F;1;2004;1;1;1;;;;;0;B
140000000478;2014;CAMPINAS;SP;21;M;1;2011;1;1;1;517.8;564.4;521.1;473.1;360;D
140000000479;2014;BELO HORIZONTE;MG;24;F;1;2007;1;1;2;;;;;0;B
140000000480;2014;CAXIAS DO SUL;RS;19;F;1;2012;1;1;1;518.7;623.8;556.4;594.8;520;B
140000000481;2014;BRASILIA;DF;41;M;1;2004;1;1;3;;;;;0;D
140000000482;2014;CARIACICA;ES;17;F;1;2013;1;1;3;410.6;449.4;500.6;560.3;480;D
140000000483;2014;SAO PAULO;SP;24;F;3;;;;1;418.1;596.3;568.6;492.2;480;E
140000000484;2014;VITORIA DE SANTO ANTAO;PE;18;F;1;2012;2;1;3;426;554;494.3;440.3;320;B
140000000485;2014;JUIZ DE FORA;MG;24;F;1;2007;1;1;1;476.7;622.9;577.6;471.6;680;D
140000000486;2014;SAO PAULO;SP;19;M;1;2012;1;1;3;442.5;600.7;564.2;543.9;440;D
140000000487;2014;ARCOVERDE;PE;38;F;1;2004;1;1;3;535.5;573.8;527.7;537;520;D
140000000488;2014;GOIANIA;GO;21;F;1;2010;1;1;3;473.5;530.8;;;0;C
140000000489;2014;BAYEUX;PB;27;M;1;2008;1;1;1;567.9;560.3;519.5;450.3;600;B
140000000490;2014;GUARULHOS;SP;28;M;1;2004;1;1;1;435.8;490.7;498;336.9;560;C
140000000491;2014;BELEM;PA;32;M;3;;;;1;509.8;592.8;482.7;447.1;420;C
140000000492;2014;BELFORD ROXO;RJ;26;F;1;2005;1;1;2;448.5;610.3;556.8;398.1;340;D
140000000493;2014;DOIS VIZINHOS;PR;22;M;1;2011;1;1;1;;;;;0;H
140000000494;2014;FORTALEZA;CE;21;F;1;2010;2;1;3;;;;;0;B
140000000495;2014;VILA VELHA;ES;25;M;1;2006;1;1;1;;;;;0;F
140000000496;2014;SAO BERNARDO DO CAMPO;SP;17;F;2;;1;1;3;411.2;500.9;444.5;432.8;420;E
140000000497;2014;BLUMENAU;SC;17;F;2;;1;1;1;520.1;609.9;510.1;559.6;380;F
140000000498;2014;FORTALEZA;CE;32;M;1;2011;1;1;3;;;;;0;B
140000000499;2014;CANOAS;RS;22;F;1;2009;1;1;1;553.9;585;563.1;508.7;360;F
140000000500;2014;PINHAIS;PR;21;F;1;2010;1;1;1;393.5;488.7;519;505.1;580;C
140000000501;2014;JOINVILLE;SC;32;F;1;2004;1;1;1;354.6;550.8;470.5;450.1;620;C
140000000502;2014;RIO CLARO;SP;21;F;1;2011;1;1;1;410.9;496.8;402.2;369;260;B
140000000503;2014;SAO LUIS;MA;31;M;1;2004;1;1;3;424.7;548;467.6;410.1;720;C
140000000504;2014;CUIABA;MT;23;F;1;2009;1;1;3;432.5;538.6;;;0;C
140000000505;2014;PETROLINA;PE;17;F;3;;;;5;473.5;457.3;463.7;332.9;640;D
140000000506;2014;FORTALEZA;CE;25;F;1;2006;2;1;3;;;;;0;C
140000000507;2014;SANTO ANDRE;SP;18;M;1;2013;1;1;3;401.1;617.3;475.2;495.1;520;C
140000000508;2014;NOVA IGUACU;RJ;19;F;1;2013;1;1;3;490.8;547.7;537.5;438.6;620;C
140000000509;2014;SANTANA;AP;22;F;1;2011;1;1;1;501.2;547.8;440;450;760;B
140000000510;2014;PORTO ALEGRE;RS;18;F;1;2013;1;1;1;551.9;663.2;624.9;521.9;800;C
140000000511;2014;ILHEUS;BA;40;F;1;2009;1;1;3;544;415.7;377.9;362.3;300;D
140000000512;2014;ITABUNA;BA;33;F;1;2012;2;1;1;407.8;534.1;545.7;399.8;560;D
140000000513;2014;BELEM;PA;20;F;1;2013;1;1;1;435.1;505.5;493.9;446.4;460;H
140000000514;2014;QUEIMADOS;RJ;36;F;1;2004;2;4;1;;;;;0;B
140000000515;2014;SAO LUIS;MA;32;M;1;2004;1;1;3;507.4;589;516.8;505.4;320;C
140000000516;2014;UBERLANDIA;MG;16;M;3;;;;1;472.2;461.5;530.3;347.5;560;D
140000000517;2014;FEIRA DE SANTANA;BA;24;F;1;2009;1;1;3;509.6;493.5;443.6;345.5;240;B
140000000518;2014;VIAMAO;RS;23;M;1;2008;1;1;3;;;;;0;G
140000000519;2014;JOAO PESSOA;PB;27;M;1;2005;2;1;3;491.3;617.3;614.2;399.3;620;F
140000000520;2014;CONTAGEM;MG;25;F;1;2006;1;1;3;;;;;0;G
140000000521;2014;CUIABA;MT;21;M;1;2011;1;1;1;;;;;0;C
140000000522;2014;BELEM;PA;30;F;1;2004;1;1;1;;;;;0;C
140000000523;2014;VIAMAO;RS;28;F;1;2013;2;2;1;;;;;0;C
140000000524;2014;CUIABA;MT;27;F;1;2004;1;1;2;373.8;411.8;530.7;403.2;380;J
140000000525;2014;RIO DE JANEIRO;RJ;21;F;1;2010;1;1;3;453;572.6;499.7;357.6;360;B
140000000526;2014;RIO DE JANEIRO;RJ;35;F;1;2010;1;2;2;;;;;0;D
140000000527;2014;UBERLANDIA;MG;18;M;2;;1;2;1;;;;;0;D
140000000528;2014;MATAO;SP;20;M;1;2011;1;1;1;567.5;597.6;576.2;511;680;F
140000000529;2014;FEIRA DE SANTANA;BA;18;F;2;;1;1;2;465.3;511.4;514;477.5;560;B
140000000530;2014;SANTANA;AP;24;M;1;2009;1;1;3;436;545.1;485.2;387.5;380;G
140000000531;2014;NOVA IGUACU;RJ;42;F;1;2004;1;1;2;515.7;634.6;563.5;389.9;580;B
140000000532;2014;RECIFE;PE;32;M;1;2004;1;1;1;;;;;0;D
140000000533;2014;NATAL;RN;36;F;1;2004;1;1;1;;;;;0;B
140000000534;2014;RIO DE JANEIRO;RJ;30;F;1;2004;1;1;0;;;;;0;C
140000000535;2014;GUARAPUAVA;PR;21;F;1;2009;1;1;1;463.7;565.6;542.3;363.3;820;C
140000000536;2014;RECIFE;PE;42;M;1;2011;2;1;1;442.7;559.8;434.1;477.3;600;G
140000000537;2014;PAULISTA;PE;39;F;1;2004;1;1;1;;;;;0;C
140000000538;2014;ARAPIRACA;AL;20;F;1;2012;1;1;1;;;;;0;A
140000000539;2014;SERRA TALHADA;PE;17;F;2;;1;1;3;582.6;624.7;603;552.3;780;B
140000000540;2014;PASSO FUNDO;RS;27;M;1;2005;1;1;1;561.2;578.1;558.2;562.5;580;E
140000000541;2014;PAULISTA;PE;17;F;2;;1;1;2;404.9;568.7;474.6;419.7;320;B
140000000542;2014;CAMACARI;BA;26;M;1;2012;1;1;0;461.1;563.9;546.6;459.7;440;C
140000000543;2014;GUARULHOS;SP;19;M;4;;;;3;586.2;583.9;502.8;580.7;520;H
140000000544;2014;SAO PAULO;SP;17;M;2;;1;1;1;466.6;575.5;460;617.4;720;B
140000000545;2014;MACEIO;AL;33;F;1;2013;1;2;1;408.9;502.2;446;358.6;0;B
140000000546;2014;SOBRAL;CE;25;F;1;2009;1;1;1;;;;;0;B
140000000547;2014;CATALAO;GO;22;F;1;2012;1;1;3;;;;;0;B
140000000548;2014;BELEM;PA;18;F;1;2013;2;1;2;637.3;616.1;632.6;412.2;800;O
140000000549;2014;RIO DE JANEIRO;RJ;19;F;1;2013;1;1;1;454.6;560.2;548.2;521.9;420;G
140000000550;2014;SAO PAULO;SP;19;F;1;2012;1;1;3;545.1;585;593.3;426.5;520;C
140000000551;2014;PORTO ALEGRE;RS;26;M;1;2005;1;1;1;;;;;0;F
140000000552;2014;SAO LUIS;MA;18;F;1;2013;1;1;3;472.8;593.9;545.9;539;680;C
140000000553;2014;PAULISTA;PE;23;F;1;2009;1;1;3;;;;;0;B
140000000554;2014;RIO DE JANEIRO;RJ;20;F;3;;;;2;487.9;483.1;503.1;442.1;480;C
140000000555;2014;SAO PAULO;SP;17;M;2;;2;1;1;591.8;594;576.4;592.9;560;Q
140000000556;2014;SAO JOSE DOS CAMPOS;SP;18;F;1;2013;2;1;1;671.8;729.8;678.7;685.3;880;I
140000000557;2014;SAO JOSE DOS CAMPOS;SP;25;M;1;2006;2;1;1;676.9;721;641.2;870.7;860;G
140000000558;2014;SERTAOZINHO;SP;17;M;2;;1;1;3;542.4;531.5;546.2;547.6;600;C
140000000559;2014;TUCURUI;PA;39;F;1;2004;1;1;3;;;;;0;B
140000000560;2014;ITABUNA;BA;38;M;1;2004;1;1;3;531;581.9;484;413.5;420;B
140000000561;2014;POCOS DE CALDAS;MG;17;M;2;;1;1;1;553;614.9;599.5;638.6;560;G
140000000562;2014;FEIRA DE SANTANA;BA;31;M;1;2004;1;1;2;;;;;0;D
140000000563;2014;SEROPEDICA;RJ;23;F;1;2008;1;1;3;537.5;614.5;583.2;590.6;580;H
140000000564;2014;MARACANAU;CE;17;M;2;;1;1;3;606.4;580.7;602.1;605.3;720;B
140000000565;2014;BRASILIA;DF;28;F;1;2006;1;1;3;;;;;0;C
140000000566;2014;RECIFE;PE;17;F;3;;;;3;470.9;450.8;460.9;328.5;420;A
140000000567;2014;PORTO ALEGRE;RS;33;F;1;2004;1;1;1;510.1;653.7;528.1;573.1;520;E
140000000568;2014;QUIXADA;CE;48;M;3;;;;3;434.1;506.7;482.7;419.5;540;C
140000000569;2014;RIO DE JANEIRO;RJ;22;M;1;2010;1;1;3;411.2;545.7;475.3;414.1;480;D
140000000570;2014;BARUERI;SP;20;F;1;2010;1;1;3;;;;;0;D
140000000571;2014;RECIFE;PE;25;F;1;2007;1;1;3;499.3;486.1;414.7;327.3;540;C
140000000572;2014;LONDRINA;PR;20;M;1;2012;1;1;1;511.4;628.4;507.7;541.1;460;D
140000000573;2014;SAO PAULO;SP;31;M;4;;;;3;508.9;597.6;475;337.3;580;D
140000000574;2014;NATAL;RN;27;F;1;2008;1;1;3;;;;;0;C
140000000575;2014;ITABORAI;RJ;46;F;1;2004;1;1;1;;;;;0;G
140000000576;2014;SAO PAULO;SP;23;F;4;;;;4;;;;;0;D
140000000577;2014;TERESINA;PI;37;M;1;2004;1;1;3;;;;;0;C
140000000578;2014;PALMAS;TO;22;M;1;2010;1;1;3;442.3;420.2;479.7;383.4;280;B
140000000579;2014;RONDONOPOLIS;MT;33;F;3;;;;1;522.5;575.1;530.6;533.1;320;B
140000000580;2014;SAO PAULO;SP;19;F;1;2012;1;1;1;;;;;0;E
140000000581;2014;SAO JOAO DE MERITI;RJ;26;M;1;2006;1;1;1;540;627.7;562.3;509.7;640;D
140000000582;2014;SAO JOSE DOS CAMPOS;SP;31;M;1;2004;1;1;1;;;;;0;F
140000000583;2014;MACEIO;AL;34;M;1;2004;1;1;3;;;;;0;D
140000000584;2014;CAMPINA GRANDE;PB;28;M;1;2004;2;1;1;571.1;664.5;634.3;679.8;840;Q
140000000585;2014;RIO DE JANEIRO;RJ;22;M;1;2010;2;1;3;512.1;587.8;;;0;C
140000000586;2014;BELO HORIZONTE;MG;18;M;2;;1;1;3;495.4;516.2;471.2;474.3;500;B
140000000587;2014;CASTANHAL;PA;39;M;1;2004;1;1;3;489.2;572.2;498.2;423.9;480;B
140000000588;2014;SANTA LUZIA;MG;23;F;1;2008;1;1;3;606.8;697.7;616.8;562.2;800;O
140000000589;2014;SALVADOR;BA;28;M;1;2005;1;1;2;567;633.4;526.3;573;640;E
140000000590;2014;BRASILIA;DF;39;M;2;;1;2;1;;;;;0;F
140000000591;2014;FEIRA DE SANTANA;BA;31;M;1;2004;1;1;3;541.8;485.3;;;0;D
140000000592;2014;CRATO;CE;22;F;1;2009;1;1;3;;;;;0;C
140000000593;2014;ARARAQUARA;SP;30;F;1;2004;1;1;1;;;;;0;C
140000000594;2014;SALVADOR;BA;50;F;1;2004;2;1;1;558.9;624.7;561;467.2;720;H
140000000595;2014;SALVADOR;BA;25;M;4;;;;2;431.7;612.8;523.7;355.8;280;B
140000000596;2014;LONDRINA;PR;26;M;2;;1;1;1;552.6;549;;;0;G
140000000597;2014;PARNAIBA;PI;35;F;1;2011;1;2;3;386.1;489.3;543.9;434.3;360;B
140000000598;2014;MARACANAU;CE;18;M;2;;1;1;3;623.3;644.4;656.7;738.3;860;B
140000000599;2014;SAO LUIS;MA;20;F;1;2012;2;1;2;446;504.9;525.2;441.5;620;C
140000000600;2014;DUQUE DE CAXIAS;RJ;26;F;1;2006;1;1;3;488.2;569.5;511.1;377.9;300;C
140000000601;2014;VIANA;ES;32;F;1;2004;1;1;3;554;545.8;556;565.2;400;B
140000000602;2014;NATAL;RN;27;F;1;2005;1;1;3;466.7;563.1;509.6;415.3;380;B
140000000603;2014;CARIACICA;ES;45;M;1;2004;2;1;1;544.9;598.4;469.9;506.8;500;E
140000000604;2014;BELO HORIZONTE;MG;30;M;1;2004;1;1;1;612.1;638.9;625;664.2;760;E
140000000605;2014;SAO LUIS;MA;17;M;2;;1;1;1;551.8;618.8;556.3;469.8;700;C
140000000606;2014;CURITIBA;PR;22;F;1;2010;1;1;1;467.9;551;494.5;421.2;600;C
140000000607;2014;CANOAS;RS;26;F;1;2011;1;2;1;;;;;0;B
140000000608;2014;MANAUS;AM;23;F;1;2008;1;1;3;585.6;650.5;557.1;555.8;500;B
140000000609;2014;CASCAVEL;PR;36;M;4;;;;1;;;;;0;D
140000000610;2014;POA;SP;18;F;2;;1;1;3;464.2;528.5;542.3;368.3;420;D
140000000611;2014;SAO PAULO;SP;20;F;1;2013;1;1;1;387.6;378.3;340.1;477.4;500;E
140000000612;2014;SAO PAULO;SP;28;M;1;2006;1;1;1;;;;;0;C
140000000613;2014;SAO PAULO;SP;23;F;1;2008;1;1;1;541.4;593.8;553.5;521.1;640;C
140000000614;2014;ANANINDEUA;PA;23;F;1;2009;1;1;1;;;;;0;B
140000000615;2014;CORUMBA;MS;23;M;3;;;;3;437;408.7;378.1;434;260;G
140000000616;2014;SANTA LUZIA;MG;33;M;1;2004;1;2;3;;;;;0;C
140000000617;2014;BRASILIA;DF;19;F;1;2011;1;1;3;582.7;693.2;652.9;822.9;640;E
140000000618;2014;UBERABA;MG;21;M;1;2011;1;1;1;581.4;652.1;510.5;441.5;500;E
140000000619;2014;GRAVATAI;RS;18;F;1;2013;1;1;1;383.1;472.2;443.6;443;720;H
140000000620;2014;BELEM;PA;25;F;1;2007;1;1;3;485.1;542;510.4;481.6;400;C
140000000621;2014;MANAUS;AM;32;M;1;2004;1;2;3;;;;;0;B
140000000622;2014;GOIANIA;GO;19;M;3;;;;4;589.4;597.1;534.3;593.4;320;D
140000000623;2014;CRATO;CE;16;M;2;;1;1;3;395.8;550.5;484.7;546.5;400;B
140000000624;2014;PIRACICABA;SP;17;F;2;;2;1;1;603.1;669.8;685.6;676.9;760;M
140000000625;2014;PALMAS;TO;25;M;1;2013;1;2;3;542.4;650;;;0;C
140000000626;2014;PINDAMONHANGABA;SP;18;F;1;2013;1;1;1;477.3;626.2;586.7;430.5;720;K
140000000627;2014;ARAPIRACA;AL;18;F;1;2013;2;1;3;;;;;0;F
140000000628;2014;VIAMAO;RS;21;F;1;2012;1;1;1;;;;;0;G
140000000629;2014;OLINDA;PE;20;M;1;2012;1;1;0;575.7;617.2;467.3;518.4;460;C
140000000630;2014;SALVADOR;BA;19;F;2;;1;1;2;;;;;0;B
140000000631;2014;SALTO;SP;22;M;1;2009;1;1;0;537;551.8;484.7;610.3;0;D
140000000632;2014;SAO GONCALO;RJ;28;F;1;2004;1;1;2;436.2;550.1;447.2;432.1;560;C
140000000633;2014;RECIFE;PE;44;F;1;2004;1;1;3;474.3;419.3;434.6;405.8;300;B
140000000634;2014;RIO DE JANEIRO;RJ;16;F;3;;;;3;612.7;599.2;643.8;626.2;600;I
140000000635;2014;CAMPO GRANDE;MS;21;M;1;2010;1;1;3;539.1;589.5;553.7;447.2;460;B
140000000636;2014;FORTALEZA;CE;28;M;1;2013;2;2;3;573.2;602.7;583;664;460;B
140000000637;2014;BELEM;PA;28;F;1;2013;1;1;2;548.1;622.8;582.9;511;700;C
140000000638;2014;VOTORANTIM;SP;32;F;1;2004;1;1;3;445.6;594.7;518.9;368;500;C
140000000639;2014;RIO DE JANEIRO;RJ;18;F;1;2013;1;1;1;366.7;565.1;581.1;453.4;440;C
140000000640;2014;SAO PAULO;SP;40;F;1;2004;1;2;1;;;;;0;C
140000000641;2014;CASCAVEL;PR;18;M;1;2013;1;1;3;537.3;580.7;554.5;585.2;720;D
140000000642;2014;MANAUS;AM;20;F;1;2012;2;1;3;;;;;0;E
140000000643;2014;RIO DE JANEIRO;RJ;36;F;1;2004;1;1;2;;;;;0;F
140000000644;2014;SAO LUIS;MA;33;F;1;2004;1;1;3;464.1;509.8;529.6;501.9;380;C
140000000645;2014;BELEM;PA;35;F;1;2004;1;1;3;;;;;0;C
140000000646;2014;FOZ DO IGUACU;PR;24;M;1;2007;1;1;1;435.1;596.1;588.1;504;540;F
140000000647;2014;MARABA;PA;23;M;1;2009;1;1;3;;;;;0;C
140000000648;2014;TEOFILO OTONI;MG;18;F;1;2013;1;1;3;562.7;617;588.6;606.6;640;D
140000000649;2014;MOSSORO;RN;23;M;1;2010;1;1;3;360.9;536.6;477.2;510.4;340;A
140000000650;2014;ANANINDEUA;PA;28;M;1;2007;1;1;1;411;607.6;608.2;535.7;480;B
140000000651;2014;SALVADOR;BA;53;M;1;2004;1;1;1;;;;;0;G
140000000652;2014;RECIFE;PE;24;F;1;2008;1;1;3;468.8;510;469.6;422.9;280;B
140000000653;2014;JUAZEIRO DO NORTE;CE;20;M;1;2013;1;1;3;540.3;482.9;418.4;661.9;520;C
140000000654;2014;UBERABA;MG;15;M;3;;;;1;600.9;567.4;576.9;518.5;720;D
140000000655;2014;SAO PAULO;SP;35;M;4;;;;3;508.8;582.6;520.5;466.4;260;J
140000000656;2014;RIO DE JANEIRO;RJ;21;F;1;2013;2;2;1;;;;;0;H
140000000657;2014;EMBU DAS ARTES;SP;24;F;1;2007;1;1;3;;;;;0;D
140000000658;2014;RIO DE JANEIRO;RJ;21;M;1;2011;1;1;2;;;;;0;B
140000000659;2014;SAO JOSE DOS CAMPOS;SP;17;F;2;;1;1;1;511.3;542.9;536;448.7;660;D
140000000660;2014;PELOTAS;RS;32;M;1;2009;1;1;1;476.5;578.2;542.9;575.1;620;B
140000000661;2014;FEIRA DE SANTANA;BA;39;F;1;2004;1;1;2;;;;;0;B
140000000662;2014;CAMPOS DOS GOYTACAZES;RJ;17;F;3;;;;1;544;584;505.6;450.7;500;E
140000000663;2014;PORTO VELHO;RO;21;M;1;2010;1;1;1;532.9;613.4;516.3;549.2;780;B
140000000664;2014;JOAO PESSOA;PB;20;M;4;;;;4;;;;;0;B
140000000665;2014;ARAPIRACA;AL;19;F;1;2013;1;1;3;522.5;542.3;397.9;429;260;B
140000000666;2014;EMBU DAS ARTES;SP;22;F;1;2010;1;1;1;440.9;526;498.6;382.6;480;E
140000000667;2014;CARUARU;PE;22;M;1;2010;2;1;3;491.9;586.1;596.7;631.3;660;E
140000000668;2014;CARUARU;PE;35;M;1;2004;1;1;2;499;644.8;593.4;388;880;B
140000000669;2014;HORTOLANDIA;SP;18;F;1;2013;1;1;3;436.9;585;577;587.1;700;C
140000000670;2014;RIO DE JANEIRO;RJ;18;M;2;;1;1;1;502.9;637.3;555.3;538.8;720;D
140000000671;2014;PARA DE MINAS;MG;22;M;1;2011;1;1;3;567.2;591.8;579.1;601.4;640;E
140000000672;2014;ARAGUAINA;TO;25;F;1;2006;1;1;3;496.3;615.7;530.6;453.8;680;B
140000000673;2014;RECIFE;PE;17;M;3;;;;3;;;;;0;B
140000000674;2014;SANTO ANDRE;SP;22;F;1;2010;1;1;1;;;;;0;C
140000000675;2014;FORTALEZA;CE;23;M;1;2011;1;1;3;;;;;0;D
140000000676;2014;FEIRA DE SANTANA;BA;23;F;1;2008;2;1;3;;;;;0;G
140000000677;2014;ANAPOLIS;GO;19;F;1;2013;1;1;1;352.7;527.1;496.9;389.8;320;B
140000000678;2014;HORTOLANDIA;SP;18;F;1;2013;1;1;1;;;;;0;D
140000000679;2014;VOLTA REDONDA;RJ;20;F;1;2013;2;2;3;562.6;573.8;584.8;399.7;280;F
140000000680;2014;EUNAPOLIS;BA;39;M;1;2004;1;1;2;554.2;575.2;486.8;529.9;400;C
140000000681;2014;CACHOEIRO DE ITAPEMIRIM;ES;21;F;1;2010;1;1;3;;;;;0;F
140000000682;2014;SALVADOR;BA;34;F;1;2004;1;1;3;444.7;530;547.2;421.3;240;B
140000000683;2014;BELO HORIZONTE;MG;22;M;1;2009;1;4;1;516;634.7;600.5;591.2;760;E
140000000684;2014;FORTALEZA;CE;19;M;1;2013;1;1;3;413.5;557.2;521;441.5;560;C
140000000685;2014;FORTALEZA;CE;22;F;1;2009;1;1;3;;;;;0;C
140000000686;2014;JABOATAO DOS GUARARAPES;PE;35;M;1;2004;1;1;4;553.6;549.6;497.7;526;560;G
140000000687;2014;FORTALEZA;CE;19;F;4;;;;1;476.3;500.8;446.7;330.3;0;C
140000000688;2014;NATAL;RN;21;F;1;2010;2;2;1;;;;;0;C
140000000689;2014;ARACAJU;SE;16;M;3;;;;1;439.3;590.4;603.5;375.2;540;E
140000000690;2014;HORTOLANDIA;SP;30;M;1;2004;1;1;3;534.9;630.8;535.6;450.6;640;C
140000000691;2014;SALVADOR;BA;26;F;1;2008;1;1;3;;;;;0;F
140000000692;2014;SAO JOAO DA BOA VISTA;SP;18;F;3;;;;3;522.1;578.3;488.5;398.4;380;F
140000000693;2014;NATAL;RN;42;F;1;2004;2;1;1;598.6;617.8;578.5;586.1;580;C
140000000694;2014;CRATO;CE;19;F;1;2013;2;1;2;406.3;504.5;;;0;B
140000000695;2014;SAO LEOPOLDO;RS;29;M;1;2005;1;1;1;;;;;0;H
140000000696;2014;RIO DE JANEIRO;RJ;24;F;1;2012;1;2;4;;;;;0;B
