NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;IDADE;TP_SEXO;ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;IN_TP_ENSINO;TP_COR_RACA;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;NU_NOTA_REDACAO;Q003
140000000930;2014;LONDRINA;PR;31;M;1;2004;1;1;1;;;;;0;B
140000000931;2014;SOUSA;PB;26;M;1;2005;2;1;3;627.6;688.8;619.4;589.2;560;C
140000000932;2014;BRASILIA;DF;24;F;1;2008;1;1;3;;;;;0;D
140000000933;2014;SAO PAULO;SP;25;M;1;2007;1;1;2;490.3;583.1;555.2;471.6;460;C
140000000934;2014;OSASCO;SP;21;F;1;2010;1;1;3;562.5;652.8;588.6;609;520;E
140000000935;2014;TERESINA;PI;20;M;1;2012;2;1;1;606.1;630.1;611.5;673.2;720;M
140000000936;2014;BELEM;PA;23;M;1;2010;1;1;3;;;;;0;B
140000000937;2014;SAO GONCALO;RJ;17;F;1;2013;1;1;1;;;;;0;G
140000000938;2014;MARACANAU;CE;19;F;1;2013;1;1;3;516.7;567.2;562.5;365.8;600;G
140000000939;2014;RIO DE JANEIRO;RJ;19;M;1;2013;1;1;1;441;510.7;493.5;492.7;400;C
140000000940;2014;MONTES CLAROS;MG;19;M;1;2013;1;1;1;;;;;0;D
140000000941;2014;ITAJUBA;MG;19;F;1;2012;1;1;1;585.3;600.6;547.3;800;680;D
140000000942;2014;TABOAO DA SERRA;SP;22;F;1;2011;1;1;1;452.6;571;529.7;456.4;660;F
140000000943;2014;CONTAGEM;MG;28;F;1;2004;2;1;2;536.8;596.3;539.6;460.4;520;H
140000000944;2014;FORTALEZA;CE;37;F;4;;;;3;;;;;0;D
140000000945;2014;RIO DE JANEIRO;RJ;32;M;1;2004;1;1;2;;;;;0;O
140000000946;2014;JOAO PESSOA;PB;20;F;1;2013;1;1;1;;;;;0;B
140000000947;2014;ITATIBA;SP;31;F;1;2004;1;1;1;;;;;0;C
140000000948;2014;DUQUE DE CAXIAS;RJ;34;M;1;2004;1;1;2;468.8;530.6;530.9;468.3;320;D
140000000949;2014;CAMPINAS;SP;16;F;3;;;;1;671.2;702;647.1;763.5;720;F
140000000950;2014;FORTALEZA;CE;18;F;2;;1;1;3;596.5;721.3;604.4;655.9;720;F
140000000951;2014;BAURU;SP;23;M;1;2011;1;2;1;;;;;0;B
140000000952;2014;MARABA;PA;23;M;1;2013;1;2;3;445;534.6;476.9;448;620;F
140000000953;2014;CUIABA;MT;32;F;1;2012;1;2;3;497;547.4;491.7;373.7;400;C
140000000954;2014;SAO LUIS;MA;17;F;2;;2;1;1;447.8;567.7;544.2;589.6;680;C
140000000955;2014;GRAVATAI;RS;32;M;1;2004;2;1;1;544.3;522.5;399.3;636.2;720;G
140000000956;2014;CARIACICA;ES;22;M;4;;;;3;554.9;623.2;572.2;648.6;420;D
140000000957;2014;SANT ANA DO LIVRAMENTO;RS;21;M;1;2010;1;1;1;461;561.2;551.4;405.2;380;H
140000000958;2014;TERESINA;PI;27;F;1;2004;1;1;3;;;;;0;C
140000000959;2014;CONTAGEM;MG;20;F;1;2012;1;1;2;419.9;539.2;510.5;533.8;600;F
140000000960;2014;MARABA;PA;18;F;1;2013;1;1;3;471.2;436.2;377.9;339.1;400;C
140000000961;2014;SAO PAULO;SP;22;F;1;2012;1;1;2;426.2;550.5;484.6;462;420;E
140000000962;2014;AGUAS LINDAS DE GOIAS;GO;22;M;1;2010;1;1;3;394.3;532.8;471.8;425.4;0;B
140000000963;2014;JUAZEIRO DO NORTE;CE;20;F;1;2012;1;1;1;;;;;0;C
140000000964;2014;SAO PAULO;SP;27;M;1;2004;1;1;3;;;;;0;C
140000000965;2014;FORTALEZA;CE;32;F;1;2004;1;1;4;556.3;604.1;546.4;406.7;460;C
140000000966;2014;SOUSA;PB;20;F;1;2012;1;1;1;473.5;463.7;493.8;375.2;340;E
140000000967;2014;TATUI;SP;20;F;1;2011;1;1;1;532.5;521.6;544.7;345.8;680;E
140000000968;2014;BRASILIA;DF;20;F;1;2012;1;1;3;473.1;628.4;552.1;481.9;600;D
140000000969;2014;FRANCA;SP;25;M;1;2006;1;1;3;436.3;554.5;499;453.8;440;E
140000000970;2014;PRAIA GRANDE;SP;22;M;1;2010;1;1;3;432.4;592.6;590.1;480.6;640;E
140000000971;2014;CURITIBA;PR;23;F;1;2009;1;1;1;465.3;564.8;518.3;441.1;440;D
140000000972;2014;JI-PARANA;RO;23;M;1;2009;1;1;3;618;628;556;679.3;280;D
140000000973;2014;CURITIBA;PR;34;M;1;2004;1;1;3;;;;;0;E
140000000974;2014;SAO PAULO;SP;35;M;1;2004;1;1;1;;;;;0;I
140000000975;2014;FORTALEZA;CE;29;M;1;2004;1;1;3;454.4;587.8;560.6;488.6;580;F
140000000976;2014;VALINHOS;SP;24;F;1;2008;1;1;1;;;;;0;F
140000000977;2014;UBERABA;MG;20;F;1;2011;1;1;1;510.7;586.3;594.3;430.5;480;D
140000000978;2014;TERESINA;PI;26;M;1;2013;1;2;3;582;657;578.9;557.6;480;B
140000000979;2014;SANTA LUZIA;MG;21;F;1;2010;1;1;3;;;;;0;B
140000000980;2014;RIO DE JANEIRO;RJ;42;F;1;2004;1;1;3;453.4;562.6;541.7;437.1;600;E
140000000981;2014;FEIRA DE SANTANA;BA;22;M;1;2011;1;1;3;547.9;575.5;506.7;512.1;620;B
140000000982;2014;ARAUCARIA;PR;27;F;1;2004;1;1;1;531.6;606.3;;;0;I
140000000983;2014;BAYEUX;PB;30;M;1;2005;1;1;2;518.2;592.7;517.4;503.2;500;B
140000000984;2014;SALVADOR;BA;23;F;1;2009;1;1;2;;;;;0;B
140000000985;2014;MANAUS;AM;30;F;1;2004;1;2;3;;;;;0;B
140000000986;2014;BRASILIA;DF;27;F;1;2004;1;1;1;567.9;613.4;561.2;542.3;560;C
140000000987;2014;GUARUJA;SP;19;M;1;2012;2;1;1;595.7;596.4;570.5;594;540;J
140000000988;2014;BELO HORIZONTE;MG;32;M;1;2004;2;1;1;557.8;637.2;567.7;726.7;600;E
140000000989;2014;BARUERI;SP;20;F;4;;;;3;472.6;497.1;563.5;422.9;380;C
140000000990;2014;MOGI GUACU;SP;33;F;1;2004;1;1;1;;;;;0;D
140000000991;2014;CAXIAS;MA;35;M;1;2004;1;1;3;578.5;605.9;571.6;588.7;560;C
140000000992;2014;RECIFE;PE;22;F;1;2009;1;1;3;;;;;0;C
140000000993;2014;SAO PAULO;SP;21;F;1;2010;2;1;1;539.8;658.8;630.5;489.2;760;J
140000000994;2014;MESQUITA;RJ;33;M;1;2004;2;1;3;638;612.4;575.8;829.7;620;H
140000000995;2014;CAMPINA GRANDE;PB;26;F;1;2008;1;2;2;;;;;0;C
140000000996;2014;BRASILIA;DF;26;F;1;2010;1;2;3;;;;;0;D
140000000997;2014;FRANCA;SP;26;M;1;2007;1;1;1;;;;;0;D
140000000998;2014;JATAI;GO;19;M;1;2013;1;1;3;446;505;504.9;437.4;520;B
140000000999;2014;RIO DE JANEIRO;RJ;17;F;2;;1;4;3;484.4;556.8;579.6;419.1;600;D
140000001000;2014;NATAL;RN;45;M;1;2004;1;1;1;;;;;0;D
140000001001;2014;BRASILIA;DF;25;M;1;2009;1;2;1;483.7;550.9;495;498.4;440;E
140000001002;2014;SALVADOR;BA;38;F;1;2004;1;1;3;502.6;484.2;460.8;544.9;420;B
140000001003;2014;BELO HORIZONTE;MG;24;F;4;;;;2;394.5;549.7;432;393;480;F
140000001004;2014;MESQUITA;RJ;23;F;1;2008;1;1;3;577.3;605.9;557.9;520.2;540;C
140000001005;2014;SALVADOR;BA;17;F;3;;;;3;369.6;551.5;508.6;380.9;400;B
140000001006;2014;RECIFE;PE;28;F;4;;;;3;;;;;0;B
140000001007;2014;SAO PAULO;SP;24;F;1;2008;1;1;1;;;;;0;C
140000001008;2014;TUCURUI;PA;17;M;1;2013;1;1;3;488.4;574.1;419.3;393.7;520;C
140000001009;2014;RIO DE JANEIRO;RJ;27;F;1;2004;1;1;3;642.9;672.2;618.7;633.7;840;C
140000001010;2014;GUARULHOS;SP;20;F;1;2011;1;1;1;564.9;586.1;565.6;555.1;460;C
140000001011;2014;SALVADOR;BA;32;F;1;2004;1;2;0;361.8;542.2;466;462.4;400;B
140000001012;2014;LUZIANIA;GO;24;F;1;2009;1;1;2;;;;;0;B
140000001013;2014;SALVADOR;BA;32;F;2;;1;1;3;478.1;506.4;503.5;427.5;360;C
140000001014;2014;ITUIUTABA;MG;23;F;1;2013;1;2;1;486.2;616.2;506.2;365.6;480;B
140000001015;2014;CAMPINA GRANDE;PB;18;F;4;;;;3;;;;;0;B
140000001016;2014;ANAPOLIS;GO;25;F;4;;;;3;;;;;0;B
140000001017;2014;CURITIBA;PR;22;F;4;;;;1;;;;;0;E
140000001018;2014;SALVADOR;BA;26;F;1;2008;1;2;3;;;;;0;B
140000001019;2014;ANANINDEUA;PA;18;M;3;;;;3;415;444.5;506.4;383.7;360;A
140000001020;2014;MACEIO;AL;22;F;1;2009;1;1;1;;;;;0;B
140000001021;2014;FORTALEZA;CE;45;F;1;2004;1;1;3;520.2;580;495.8;488.7;460;C
140000001022;2014;CAMPINAS;SP;22;F;1;2009;1;1;3;;;;;0;G
140000001023;2014;VALPARAISO DE GOIAS;GO;22;F;1;2010;1;1;3;440.3;542.3;559.2;497.1;400;C
140000001024;2014;SUZANO;SP;22;M;1;2009;1;1;3;;;;;0;G
140000001025;2014;CORUMBA;MS;21;M;1;2013;1;1;3;567.3;602.8;574.1;708;660;I
140000001026;2014;CAMACARI;BA;20;F;1;2011;1;1;3;;;;;0;D
140000001027;2014;RIO DE JANEIRO;RJ;27;M;1;2004;1;1;1;;;;;0;C
140000001028;2014;PORTO VELHO;RO;18;M;2;;1;1;1;531;608.1;508;613.4;600;C
140000001029;2014;MANAUS;AM;22;M;1;2009;1;1;3;;;;;0;G
140000001030;2014;BELO HORIZONTE;MG;20;F;1;2011;1;1;1;464.6;629.6;551.4;498.6;500;D
140000001031;2014;SALVADOR;BA;36;F;1;2004;1;1;3;;;;;0;C
140000001032;2014;SAO PAULO;SP;19;F;1;2012;1;1;3;;;;;0;F
140000001033;2014;SAO PAULO;SP;25;M;1;2007;1;1;3;;;;;0;F
140000001034;2014;EMBU DAS ARTES;SP;19;F;1;2013;1;1;3;431.8;425.3;468.3;513.4;520;C
140000001035;2014;BRASILIA;DF;21;F;1;2010;1;1;3;393;509.3;499.8;419.8;420;D
140000001036;2014;SALVADOR;BA;31;M;1;2009;1;1;3;463.9;591;558.1;509.3;700;B
140000001037;2014;SALVADOR;BA;35;F;1;2004;1;1;2;;;;;0;H
140000001038;2014;SALVADOR;BA;29;F;1;2004;2;1;3;520.6;678.3;608.6;578.9;700;C
140000001039;2014;MAGE;RJ;18;M;2;;1;1;3;622.1;643.7;561.6;826.9;760;B
140000001040;2014;FORTALEZA;CE;44;F;1;2004;1;1;3;383.8;449.6;366.8;340.7;120;C
140000001041;2014;SALVADOR;BA;25;F;4;;;;1;410.8;564.4;;;0;B
140000001042;2014;FORTALEZA;CE;28;F;1;2010;1;2;1;500.2;553.6;529.7;361.6;300;E
140000001043;2014;BRASILIA;DF;21;M;1;2011;1;1;1;;;;;0;F
140000001044;2014;BRASILIA;DF;28;M;1;2004;1;1;3;;;490.2;399.6;340;C
140000001045;2014;CAMPO GRANDE;MS;18;M;1;2013;1;1;3;552.1;537.1;527.1;565.7;480;F
140000001046;2014;FORTALEZA;CE;27;M;1;2008;2;1;1;543.9;597.7;;;0;C
140000001047;2014;ARAGUAINA;TO;21;F;1;2009;1;1;2;435.6;501.7;512.2;409.3;340;D
140000001048;2014;BELO HORIZONTE;MG;20;F;1;2013;1;1;2;484.9;628.7;581;545.9;0;E
140000001049;2014;FEIRA DE SANTANA;BA;28;F;1;2004;1;1;3;492.6;605.6;618.6;434.7;560;B
140000001050;2014;ARAGUAINA;TO;22;F;1;2009;1;1;3;;;;;0;C
140000001051;2014;SALVADOR;BA;18;F;1;2013;1;1;3;;;;;0;C
140000001052;2014;NOVA IGUACU;RJ;21;M;1;2010;1;1;1;479;554.6;520.7;464.7;520;D
140000001053;2014;CAMPOS DOS GOYTACAZES;RJ;17;F;2;;1;1;1;463;517.5;507.8;500.6;580;E
140000001054;2014;SALVADOR;BA;33;F;1;2012;1;1;2;407.6;542.8;505.9;425.7;360;B
140000001055;2014;JUAZEIRO;BA;29;M;1;2004;1;1;2;510.6;591.9;580.3;599.1;600;I
140000001056;2014;SANTA LUZIA;MG;22;F;1;2013;1;1;3;501.5;526.4;423.5;393.4;440;H
140000001057;2014;SAO JOAO DE MERITI;RJ;19;F;1;2012;2;1;1;533.6;587;595.4;355.2;560;C
140000001058;2014;PORTO ALEGRE;RS;20;M;1;2012;1;1;1;466.3;516.5;533.9;392.7;400;C
140000001059;2014;RIO DE JANEIRO;RJ;18;F;2;;2;1;2;496.7;606;570;375;660;C
140000001060;2014;RIO DE JANEIRO;RJ;30;F;1;2004;1;1;3;438.2;601.8;505.5;505.6;540;B
140000001061;2014;FORTALEZA;CE;33;M;4;;;;3;;;;;0;B
140000001062;2014;RONDONOPOLIS;MT;34;M;4;;;;2;532.6;415.4;505.6;382.4;240;B
140000001063;2014;ALVORADA;RS;24;M;1;2009;1;2;1;;;;;0;G
140000001064;2014;BETIM;MG;32;M;4;;;;1;;;;;0;H
140000001065;2014;SALVADOR;BA;24;M;1;2008;2;1;1;583.8;637.6;626.1;647.8;720;B
140000001066;2014;SAO PAULO;SP;19;F;1;2012;1;1;2;587.6;661.9;601.2;544.9;600;G
140000001067;2014;SALVADOR;BA;23;M;1;2011;1;1;3;600.6;625.3;611;660.5;640;F
140000001068;2014;SAO GONCALO;RJ;19;M;1;2012;1;1;1;460.7;529.8;477.8;482.8;440;B
140000001069;2014;LONDRINA;PR;23;M;1;2009;1;1;1;405.6;569.2;547.9;463.5;440;C
140000001070;2014;OSASCO;SP;20;F;1;2012;1;1;5;487.4;551.2;560.3;473.8;560;J
140000001071;2014;BELO HORIZONTE;MG;19;F;2;;1;1;1;355.7;555.9;474.8;352.8;540;C
140000001072;2014;MARINGA;PR;21;F;1;2010;1;1;1;468.2;570.8;554;423.7;560;D
140000001073;2014;BELO HORIZONTE;MG;47;M;1;2004;1;1;3;538;643.3;583;524.5;520;C
140000001074;2014;SAO CARLOS;SP;21;M;1;2013;1;2;3;546.7;573.9;576.6;636.3;480;F
140000001075;2014;CAMPO GRANDE;MS;17;F;2;;1;1;3;453.6;559.7;528.5;548.5;840;E
140000001076;2014;BELO HORIZONTE;MG;29;M;1;2004;1;1;2;514.6;659.7;584.7;642.7;600;C
140000001077;2014;MARABA;PA;17;F;2;;1;1;1;424.2;447.5;411.3;343.1;200;B
140000001078;2014;BELO HORIZONTE;MG;20;F;1;2011;1;1;1;460.7;533.2;542.6;368.2;600;C
140000001079;2014;SALVADOR;BA;32;F;1;2004;1;1;1;572.6;632.1;572.8;428.6;600;E
140000001080;2014;CARUARU;PE;45;F;1;2004;1;1;3;441.7;575.2;469.6;430.1;580;B
140000001081;2014;ANGRA DOS REIS;RJ;21;M;4;;;;3;;;;;0;B
140000001082;2014;SAO LUIS;MA;18;M;3;;;;3;509.9;580.1;556.4;536.2;420;C
140000001083;2014;RIO DE JANEIRO;RJ;26;M;1;2009;1;1;2;457.2;539.8;462.9;375.7;440;C
140000001084;2014;RECIFE;PE;16;M;3;;;;2;529.1;575;486.5;417.5;520;B
140000001085;2014;CONTAGEM;MG;27;M;1;2009;1;2;3;486;603.1;582.7;553.3;360;H
140000001086;2014;APARECIDA DE GOIANIA;GO;19;F;1;2012;1;1;1;626.6;676.3;615.8;665.5;680;H
140000001087;2014;RONDONOPOLIS;MT;25;F;1;2008;1;1;2;524.8;602.3;567.4;519;580;D
140000001088;2014;SAO PAULO;SP;26;F;1;2009;1;2;3;;;;;0;C
140000001089;2014;IMPERATRIZ;MA;29;M;1;2004;1;1;3;426.1;591.9;530.5;611.3;480;C
140000001090;2014;VITORIA;ES;21;F;1;2010;1;1;3;;;;;0;D
140000001091;2014;SAO PAULO;SP;28;F;1;2006;1;1;1;;;;;0;C
140000001092;2014;FORTALEZA;CE;19;F;1;2013;2;1;1;630.9;678.2;369.4;669.6;920;G
140000001093;2014;RONDONOPOLIS;MT;23;F;4;;;;3;387.5;448.2;374.2;359.6;340;D
140000001094;2014;RECIFE;PE;19;M;1;2013;1;1;1;605.1;592.7;590.2;618.9;820;C
140000001095;2014;SALVADOR;BA;18;M;2;;1;1;2;374.4;529.5;522.4;426.7;200;C
140000001096;2014;BELEM;PA;19;F;1;2012;1;1;3;345.2;557.7;480.8;421.2;480;C
140000001097;2014;SAO PAULO;SP;17;F;3;;;;1;638.3;630.2;614.5;692.4;680;Q
140000001098;2014;SALVADOR;BA;22;F;1;2010;1;1;1;491;508.8;503;422.7;300;E
140000001099;2014;SAO JOSE DOS PINHAIS;PR;17;M;2;;2;1;1;487.2;587.4;593.5;412.8;540;D
140000001100;2014;SAO PAULO;SP;36;F;1;2004;1;1;3;;;;;0;C
140000001101;2014;RECIFE;PE;20;F;2;;1;1;1;;;;;0;I
140000001102;2014;PARANAVAI;PR;18;M;1;2013;2;1;3;571.2;626.8;552.9;729.9;660;E
140000001103;2014;SAO LUIS;MA;49;M;1;2004;2;1;5;;;;;0;G
140000001104;2014;FORTALEZA;CE;37;F;2;;1;2;3;360.2;556.1;454.6;421.1;400;B
140000001105;2014;CARAPICUIBA;SP;20;M;1;2012;2;1;1;;;;;0;G
140000001106;2014;BELO HORIZONTE;MG;20;M;1;2012;1;1;1;692.9;672;631.5;741.1;880;H
140000001107;2014;ITABORAI;RJ;19;F;2;;1;1;3;383.9;495.6;458.4;413.4;400;B
140000001108;2014;TRES RIOS;RJ;43;M;4;;;;3;;;;;0;C
140000001109;2014;NITEROI;RJ;42;M;1;2004;1;1;3;632.6;651.3;548.5;614.6;800;H
140000001110;2014;SAO PAULO;SP;18;F;1;2013;1;1;3;403.4;555;483.5;400;360;G
140000001111;2014;PARAGOMINAS;PA;28;F;1;2004;1;1;2;375.1;537.8;375.4;335.2;600;C
140000001112;2014;SALVADOR;BA;18;F;1;2013;2;1;2;452.3;562.8;567.5;485;600;C
140000001113;2014;MANAUS;AM;22;M;1;2010;1;1;3;;;;;0;C
140000001114;2014;RIO DE JANEIRO;RJ;18;M;3;;;;1;;;;;0;F
140000001115;2014;CURITIBA;PR;23;M;1;2008;1;1;1;;;;;0;I
140000001116;2014;GOIANIA;GO;19;F;4;;;;4;;;;;0;C
140000001117;2014;PORTO VELHO;RO;27;M;1;2005;1;1;3;546.2;621.4;565.6;601.2;560;D
140000001118;2014;GOVERNADOR VALADARES;MG;25;F;1;2011;1;2;3;559.9;572.7;595.7;475.1;600;B
140000001119;2014;SAO PAULO;SP;23;F;1;2008;1;1;1;;;;;0;D
140000001120;2014;SALVADOR;BA;45;F;1;2013;1;1;1;;;;;0;C
140000001121;2014;CABO FRIO;RJ;25;M;1;2006;1;1;1;609.6;630.4;592.2;535.4;640;P
140000001122;2014;FLORIANOPOLIS;SC;40;F;1;2009;2;2;1;;;;;0;C
140000001123;2014;BELO HORIZONTE;MG;23;M;1;2007;1;1;0;;;;;0;D
140000001124;2014;SAO JOSE;SC;19;F;1;2013;1;1;1;561;628.2;;;0;G
140000001125;2014;GOIANIA;GO;35;M;1;2004;1;1;2;559.8;579.1;511.1;494.2;560;F
140000001126;2014;ILHEUS;BA;31;M;1;2009;1;2;2;;;;;0;C
140000001127;2014;RECIFE;PE;30;F;1;2004;1;1;4;481;503.2;411.4;326.1;400;B
140000001128;2014;GOVERNADOR VALADARES;MG;21;F;1;2010;2;1;1;472.7;549.8;569;580.6;500;C
140000001129;2014;MOSSORO;RN;37;F;1;2004;1;1;1;400.1;501.7;317.2;352.8;240;B
140000001130;2014;JOAO PESSOA;PB;34;F;1;2004;1;1;2;481;603.8;560.8;522;660;C
140000001131;2014;CURITIBA;PR;18;M;2;;1;1;3;436.1;510.1;509.6;530.6;560;D
140000001132;2014;FORTALEZA;CE;22;F;1;2009;2;1;1;465.1;584.6;557.9;594.5;720;E
140000001133;2014;APARECIDA DE GOIANIA;GO;17;F;2;;1;1;3;419;558.4;507.6;334.8;280;C
140000001134;2014;SALVADOR;BA;23;F;1;2008;1;1;3;;;;;0;B
140000001135;2014;SANTA LUZIA;MG;24;F;1;2007;1;1;3;;;;;0;B
140000001136;2014;DUQUE DE CAXIAS;RJ;26;M;1;2010;1;4;3;370.9;453.3;363.1;459.8;134;C
140000001137;2014;GOIANIA;GO;29;M;1;2006;1;2;0;492.1;582.2;582.1;519.2;600;D
140000001138;2014;ARACRUZ;ES;23;M;1;2009;1;1;1;;;;;0;G
140000001139;2014;RIO DE JANEIRO;RJ;36;F;1;2010;1;2;3;435.1;578.8;527.1;445.1;560;C
140000001140;2014;PETROLINA;PE;19;F;1;2013;1;1;3;413.5;533.2;477.9;447.9;620;B
140000001141;2014;CONTAGEM;MG;44;F;1;2012;1;2;1;592.8;533.4;506.6;472.9;500;J
140000001142;2014;PORTO VELHO;RO;21;F;1;2012;1;1;3;422.2;542.8;476.9;399.5;580;D
140000001143;2014;FORTALEZA;CE;15;F;3;;;;1;443.7;515.5;504.6;330.3;500;J
140000001144;2014;CRICIUMA;SC;22;F;1;2009;1;1;1;546.7;611.4;548.8;547.3;580;C
140000001145;2014;SAO GONCALO;RJ;57;F;1;2011;2;4;3;457.6;603.5;588.9;387.7;560;D
140000001146;2014;SAO PAULO;SP;36;M;1;2004;1;1;3;;;;;0;B
140000001147;2014;TUBARAO;SC;19;F;1;2012;2;1;1;578.7;604.9;561.9;559.4;540;C
140000001148;2014;CAMPINA GRANDE;PB;21;F;1;2012;1;1;3;392.4;525.5;466.9;379.8;460;B
140000001149;2014;SALVADOR;BA;20;F;1;2012;2;1;2;430.7;459.7;505.2;440.3;520;C
140000001150;2014;DUQUE DE CAXIAS;RJ;49;M;1;2004;1;2;2;538.3;611.6;602.8;568.5;500;A
140000001151;2014;CURITIBA;PR;25;F;1;2006;1;1;3;;;;;0;G
140000001152;2014;COLOMBO;PR;32;M;1;2004;1;1;3;;;;;0;H
140000001153;2014;BELO HORIZONTE;MG;19;F;1;2013;1;1;1;;;;;0;E
140000001154;2014;JOAO PESSOA;PB;39;F;1;2004;1;2;5;480.7;497.6;485.9;420.9;540;C
140000001155;2014;CAMPOS DOS GOYTACAZES;RJ;30;F;1;2004;1;1;3;585.4;640.6;603.4;596.9;600;D
140000001156;2014;BAURU;SP;19;F;1;2013;1;1;3;443.9;572.1;553.3;413;580;B
140000001157;2014;PINHAIS;PR;22;F;1;2009;1;1;1;;;;;0;C
140000001158;2014;BRASILIA;DF;20;M;1;2012;1;1;1;402.3;556;491.1;415.6;520;E
140000001159;2014;LINHARES;ES;18;F;2;;1;2;3;568.4;528;577.2;504.2;600;C
140000001160;2014;FORTALEZA;CE;20;M;1;2011;2;1;1;683.2;707.9;616.3;803.6;580;D
140000001161;2014;BELEM;PA;18;M;3;;;;3;481.4;627.3;603.6;529;660;G
